0.125156, 0.322245
-0.391949, 0.616688
1.152226, 0.179601
0.056124, -0.786126
-2.035188, -0.574389
0.934141, -0.377606
0.300027, -0.511399
-0.907773, 0.430403
-0.890011, -0.180517
0.866024, 0.616077
1.384228, 0.020173
0.983215, 0.647755
1.130436, 0.871212
0.289224, 0.037019
-2.026582, 0.560167
-1.401990, -0.080599
-0.545763, -0.969298
2.600452, 0.326762
2.714164, 0.233558
0.747002, -0.374371
-0.176794, 0.517014
1.941801, 0.408185
1.480728, -0.336833
0.858150, -0.205298
-1.184820, -0.223914
0.050813, -0.843562
2.339152, -0.098972
0.645375, 0.284768
-0.293252, -0.016449
2.096530, -0.606616
1.905911, 0.392560
-2.548997, 0.485214
-2.075838, 0.668630
-1.881191, 0.605274
1.344310, 0.023896
2.062105, -0.328104
-1.946745, 0.742119
-2.094882, 0.369060
-2.714164, -0.368938
-1.850429, 0.539781
-1.926786, 0.461470
0.643361, -0.448592
-1.834132, 0.425153
1.178228, 0.093722
2.023835, -0.604846
0.899350, 0.018647
-2.491867, 0.387616
-0.306436, -0.519150
1.695517, 0.288064
-0.703604, -0.325114
-2.757378, -0.017670
-1.942167, -0.280007
0.229347, 0.950621
1.620075, 0.010407
-2.217750, 0.391217
-0.729789, 0.185522
-0.194006, 0.740715
-0.986694, -0.692068
2.130406, -0.224708
-1.484756, -0.142735
-0.914365, 0.559313
1.946562, -0.111423
-0.050813, 0.241981
0.887448, -0.434004
-2.647328, 0.273476
-1.048769, 0.857051
-0.512986, -0.294107
-0.594836, -0.158971
-2.467696, -0.352153
1.981353, 0.070589
0.151891, 0.407697
1.975127, 0.299234
0.368511, -0.360759
-1.644978, -0.040620
1.532731, -0.094882
-0.723930, -0.458785
2.421918, 0.237403
0.162145, -0.092929
1.700827, 0.546800
-0.358623, -0.394208
-1.161016, -0.045503
-2.695120, 0.363323
-0.553270, 0.706717
1.229133, 0.811396
0.466109, 0.233375
-1.804468, -0.482955
-0.344890, 0.914243
-1.451796, -0.624256
-1.197638, 0.113926
0.624683, 0.429670
-2.890500, 0.049654
-1.300546, -0.825495
-1.820215, 0.053072
-0.623035, -0.582446
0.599780, -0.314737
0.466475, 0.301248
-2.430525, -0.439070
-2.121799, 0.693716
0.919492, 0.207862
2.174352, 0.189856
2.132786, -0.492782
-0.855586, -0.721854
-2.691092, -0.135899
1.599200, -0.308023
-1.048219, -0.329569
0.951170, 0.078036
2.340800, 0.121616
-2.026765, 0.330729
-1.260262, -0.308756
0.476363, 0.565661
-0.387738, -0.695120
-0.238868, -0.734733
0.708365, 0.462447
2.703543, -0.370586
0.356609, -0.794671
-2.632862, 0.389508
-1.421766, 0.044038
1.940153, -0.418744
2.270669, -0.365093
-0.727226, 0.203589
0.506760, 0.127903
0.097324, -0.878780
0.071322, -0.762078
-1.368847, 0.639943
-2.189550, -0.263222
0.313211, 0.471847
-1.075137, 0.267922
0.375835, -0.086154
-0.725394, -0.280923
2.947996, -0.130345
-0.518845, -0.854549
-1.378185, -0.712882
2.840144, -0.268899
-0.873898, 0.922849
1.262276, -0.236854
-1.629597, 0.524461
-0.176794, -0.363628
0.911252, -0.725028
-0.776666, 0.303934
-1.709067, 0.512009
0.505661, 0.641591
-1.644246, -0.340495
0.418867, -0.664907
-1.561480, 0.324015
0.446883, -0.405438
-0.651051, -0.523179
1.755394, 0.033113
0.791864, -0.466659
-0.660939, 0.055940
-1.064699, 0.232582
-1.260445, -0.315470
-2.454146, 0.373577
-1.964690, 0.493820
2.254738, 0.186316
0.899716, 0.579760
-2.231300, -0.455306
0.379681, -0.164892
-0.121677, -0.000458
1.159001, -0.418134
1.378735, -0.677053
1.724631, -0.700369
1.990143, 0.019440
1.274911, 0.340739
-0.127537, 0.546251
-0.475265, 0.426008
-2.113193, -0.284890
-0.962706, 0.197058
0.546678, 0.303873
1.874233, -0.146092
-0.468490, -0.917356
0.050447, -0.566881
2.031343, 0.661916
2.816156, -0.000092
1.159368, -0.219275
-2.572985, -0.194555
1.280770, -0.833186
2.473922, 0.147618
1.510025, -0.179724
-1.074038, -0.915159
1.066164, -0.223243
2.168676, 0.526170
-1.877163, 0.508164
-0.853938, 0.336711
1.607074, 0.373699
2.049287, -0.099216
-0.116184, -0.815119
1.983551, -0.296121
-0.945860, 0.496994
0.287027, 0.832942
0.307901, 0.605762
-0.033418, 0.945799
-1.073122, 0.584216
1.392102, 0.308695
-0.781426, 0.478988
-0.259194, -0.521775
-0.908689, -0.253700
0.445418, 0.291787
