0.446913, 0.430128
0.337291, 0.583911
0.824122, 0.010681
0.687826, 0.570269
0.808069, 0.059755
0.047456, 0.441267
0.932890, 0.707999
0.325694, 0.064943
0.305948, 0.999054
0.794214, 0.917570
0.124027, 0.966002
0.983306, 0.020081
0.988556, 0.310984
0.767296, 0.306803
0.925565, 0.970092
0.795801, 0.956114
0.517289, 0.343455
0.927061, 0.716147
0.051180, 0.473678
0.819269, 0.755333
0.092746, 0.951781
0.336528, 0.069735
0.388562, 0.833430
0.925443, 0.978454
0.505448, 0.346232
0.618519, 0.737724
0.112522, 0.669118
0.821070, 0.805963
0.311716, 0.565081
0.537400, 0.789972
0.923582, 0.149113
0.192572, 0.604450
0.134342, 0.571856
0.706412, 0.875179
0.410779, 0.900449
0.975494, 0.118076
0.088473, 0.978179
0.419568, 0.724601
0.540513, 0.543718
0.748985, 0.285012
0.332347, 0.391400
0.608631, 0.281075
0.269326, 0.853694
0.255501, 0.678793
0.743034, 0.387310
0.925321, 0.452956
0.282540, 0.544084
0.045198, 0.574694
0.717277, 0.107669
0.948149, 0.492874
0.857295, 0.677877
0.245521, 0.641194
0.097262, 0.483016
0.514542, 0.001709
0.850948, 0.702475
0.455702, 0.256386
0.221412, 0.080081
0.177923, 0.557665
0.814417, 0.109806
0.766320, 0.449416
0.100101, 0.574816
0.789697, 0.969817
0.230262, 0.721580
0.903745, 0.466689
0.716514, 0.849696
0.206153, 0.157353
0.876247, 0.599261
0.499832, 0.963591
0.452376, 0.716544
0.120731, 0.653371
0.313242, 0.579424
0.486343, 0.820612
0.638752, 0.264138
0.020966, 0.733695
0.498947, 0.433821
0.614490, 0.584887
0.231819, 0.830988
0.270363, 0.170843
0.525803, 0.654500
0.099429, 0.536607
0.613758, 0.602771
0.315653, 0.613086
0.484481, 0.864040
0.389966, 0.380444
0.518265, 0.835231
0.018708, 0.587970
0.452071, 0.850642
0.062777, 0.561815
0.081606, 0.701590
0.113559, 0.131687
0.605457, 0.228309
0.842280, 0.208441
0.018311, 0.765404
0.788568, 0.042665
0.459426, 0.722037
0.744926, 0.696768
0.921934, 0.078127
0.393139, 0.760613
0.230140, 0.077914
0.348796, 0.843135
0.690695, 0.901852
0.270180, 0.870235
0.323344, 0.598346
0.188208, 0.720542
0.078616, 0.056703
0.712851, 0.230445
