0.389416, 0.970550
0.779229, 0.255013
0.142796, 0.590106
0.247963, 0.780389
0.648885, 0.194647
0.958464, 0.398602
0.578509, 0.953215
0.339122, 0.391095
0.873440, 0.226112
0.523637, 0.411878
0.449324, 0.497391
0.570757, 0.101749
0.544023, 0.745781
0.152013, 0.607410
0.593219, 0.956297
0.276315, 0.476760
0.729179, 0.904477
0.599963, 0.292245
0.743004, 0.846400
0.721519, 0.393170
0.428205, 0.850398
0.470199, 0.046785
0.223243, 0.832087
0.520188, 0.624622
0.167882, 0.379864
0.483749, 0.657338
0.066927, 0.388287
0.249886, 0.259804
0.730674, 0.462172
0.397412, 0.016327
0.164892, 0.196173
0.443800, 0.056948
0.508286, 0.705313
0.691092, 0.813318
0.277871, 0.680837
0.710379, 0.521317
0.786493, 0.870083
0.613819, 0.548997
0.294412, 0.754601
0.737297, 0.841517
0.445509, 0.162328
0.088961, 0.587054
0.231086, 0.467666
0.344249, 0.790826
0.361827, 0.577654
0.762383, 0.572466
0.226386, 0.129978
0.494522, 0.727409
0.892575, 0.775842
0.578997, 0.542436
0.278603, 0.094089
0.823969, 0.321574
0.618183, 0.306833
0.165227, 0.337992
0.512803, 0.597980
0.946837, 0.287912
0.342540, 0.138798
0.641377, 0.614032
0.702078, 0.585528
0.495712, 0.573321
0.946898, 0.414624
0.522935, 0.332865
0.542039, 0.080813
0.832514, 0.490524
0.550645, 0.529740
0.451308, 0.568529
0.126682, 0.750389
0.780755, 0.806085
0.690970, 0.805750
0.800623, 0.524369
0.446638, 0.006195
0.452712, 0.163640
0.780114, 0.137486
0.581408, 0.792718
0.755730, 0.897610
0.413770, 0.435865
0.165380, 0.583697
0.477401, 0.426374
0.551653, 0.432752
0.556169, 0.552080
0.040834, 0.509964
0.702048, 0.610157
0.084719, 0.608661
0.060396, 0.534471
0.424726, 0.915983
0.158757, 0.172918
0.726524, 0.306253
0.259102, 0.583575
0.250618, 0.474624
0.317118, 0.364879
0.639882, 0.627888
0.521165, 0.880184
0.354289, 0.776025
0.985900, 0.409223
0.555712, 0.208350
0.078097, 0.467574
0.357311, 0.851131
0.368480, 0.856532
0.662069, 0.766045
0.403699, 0.608325
0.242622, 0.291910
0.697043, 0.093661
0.754845, 0.657064
0.476394, 0.391156
0.176366, 0.788263
0.881619, 0.820063
0.833247, 0.356548
0.452895, 0.599994
0.191473, 0.794153
0.342021, 0.254585
0.600665, 0.285409
0.639882, 0.117222
0.698019, 0.343608
0.387158, 0.191748
0.842982, 0.582629
0.119144, 0.236579
0.222419, 0.193487
0.650624, 0.721213
0.222968, 0.754204
0.225349, 0.670644
0.594958, 0.253883
0.844142, 0.283914
0.098331, 0.458235
0.158940, 0.249550
0.735710, 0.149327
0.354167, 0.716544
0.256783, 0.579516
0.088321, 0.720176
0.853206, 0.291787
0.192969, 0.148503
0.874447, 0.709708
0.293313, 0.388775
0.719230, 0.910215
0.228034, 0.714591
0.699759, 0.051973
0.645833, 0.691427
0.236763, 0.563738
0.165868, 0.693655
0.357250, 0.377209
0.530686, 0.193579
0.311594, 0.153264
0.885800, 0.276498
0.756859, 0.606006
0.945463, 0.494430
